Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,MntTotal,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Customer_Days,Marital_Status,Education
66565,0,1,80,747,10,161,65,40,42,1023,4,4,2,9,8,0,0,0,0,0,0,0,55,2730,Single,Graduation
29298,1,1,60,6,0,2,2,0,1,10,1,1,0,2,5,0,0,0,0,0,0,0,66,2454,Together,Master
47691,0,1,43,14,0,3,0,0,4,17,1,1,0,2,6,0,0,0,0,0,0,0,38,2518,Single,Graduation
38200,1,1,19,12,0,4,0,0,1,16,1,1,0,2,7,0,0,0,0,0,0,0,47,2728,Together,Graduation
44989,0,1,26,98,0,106,49,10,106,263,5,5,1,5,6,0,0,0,0,0,0,0,43,2814,Married,Graduation
38443,1,1,58,32,0,5,0,0,1,37,2,1,0,3,7,0,0,0,0,0,0,0,49,2312,Married,PhD
38593,1,0,42,51,12,49,17,24,24,153,3,4,1,3,8,0,0,0,0,0,0,0,39,2448,Single,2n cycle
64413,0,1,27,200,5,44,0,10,20,259,1,5,1,5,5,0,0,0,0,0,0,0,47,2491,Together,PhD
36959,1,0,56,25,6,25,6,0,0,62,2,2,0,3,8,0,0,0,0,0,0,0,36,2429,Married,Master
61996,0,1,27,1050,12,144,0,0,24,1206,3,6,4,8,5,0,1,0,1,1,0,1,40,2673,Married,PhD
51287,1,1,10,117,0,22,13,0,30,152,3,4,1,3,7,0,0,0,0,0,0,0,49,2248,Married,Graduation
13260,1,1,48,9,4,17,10,2,7,42,4,3,0,3,8,0,0,0,0,0,0,0,47,2469,Married,Graduation
47472,1,1,39,56,0,11,0,0,8,67,2,2,0,4,5,0,0,0,0,0,0,0,51,2445,Together,PhD
54603,1,1,85,145,13,46,17,2,4,223,6,4,2,4,7,0,0,0,0,0,0,0,61,2514,Together,Master
45207,1,1,64,203,0,10,0,0,2,213,5,3,1,6,6,0,1,0,0,0,0,0,43,2755,Married,PhD
40689,0,1,69,270,3,27,39,6,99,345,7,7,1,5,8,0,0,0,0,0,0,0,66,2627,Together,Graduation
47821,1,1,54,9,0,16,6,6,10,37,1,1,0,3,8,0,0,0,0,0,0,0,50,2411,Together,2n cycle
27450,0,0,57,37,12,23,8,11,52,91,1,2,1,3,7,0,0,0,0,0,0,0,66,2599,Married,Master
39453,1,0,64,46,0,7,0,0,2,53,2,2,0,3,6,0,0,0,0,0,0,0,34,2246,Together,Graduation
26850,1,1,10,31,1,13,7,2,9,54,4,2,1,4,4,0,0,0,0,0,0,0,46,2231,Together,2n cycle
79800,0,0,65,1060,21,530,32,0,224,1643,1,5,11,5,3,1,0,1,1,0,0,1,62,2803,Widow,Graduation
61794,0,1,74,264,47,188,54,47,11,600,2,4,4,10,2,0,0,0,0,0,0,0,56,2447,Married,Master
53863,0,1,4,399,4,30,6,4,30,443,3,7,1,7,7,0,1,0,0,0,0,0,62,2202,Together,Graduation
24221,0,0,94,8,9,9,2,5,22,33,1,1,1,3,4,0,0,0,0,0,0,0,58,2472,Together,Graduation
39684,1,0,41,19,0,35,6,4,17,64,2,2,1,2,7,0,0,0,0,0,1,1,33,2784,Single,PhD
92163,0,0,25,817,183,797,106,163,20,2066,0,5,11,5,2,0,0,1,1,0,0,1,42,2723,Married,Master
69882,0,0,94,292,127,635,132,127,165,1313,1,3,7,9,1,0,0,0,0,0,0,0,52,2390,Single,Master
33178,1,0,9,12,6,2,11,2,16,33,1,1,0,3,4,0,0,0,0,0,0,0,40,2309,Together,Graduation
59973,0,0,47,130,30,168,20,34,0,382,1,3,4,7,1,0,0,0,0,0,0,0,45,2450,Married,PhD
17459,1,0,12,6,4,16,3,10,30,39,3,3,1,2,7,0,0,0,0,0,0,1,42,2442,Together,Master
23910,1,0,80,16,12,18,7,1,13,54,1,2,0,3,7,0,0,0,0,0,0,0,48,2770,Divorced,Graduation
42169,1,1,20,19,0,9,0,0,2,28,2,1,0,3,8,0,0,0,0,0,0,0,48,2412,Married,Master
26224,1,0,39,4,7,15,13,9,15,48,3,2,1,3,6,0,0,0,0,0,0,0,39,2549,Married,2n cycle
31089,1,0,57,31,3,31,2,8,4,75,3,3,0,4,8,0,0,0,0,0,0,0,36,2840,Together,Graduation
30081,0,1,27,36,0,2,0,0,4,38,1,1,0,3,7,0,0,0,0,0,0,0,56,2652,Single,Graduation
62807,0,1,83,526,28,135,10,21,99,720,3,5,3,12,5,0,0,0,0,0,0,0,57,2826,Together,Graduation
72906,0,0,79,400,32,519,71,75,54,1097,1,3,4,9,1,0,0,0,0,0,0,0,62,2444,Single,Graduation
61467,0,2,69,410,16,114,0,5,49,545,3,5,2,10,5,0,0,0,0,0,0,0,69,2726,Married,PhD
49618,1,1,77,80,3,26,4,2,14,115,4,3,1,3,7,0,0,0,0,0,0,0,51,2678,Together,Master
21888,1,0,15,88,10,46,2,3,64,149,4,5,1,2,10,0,0,0,0,0,0,1,31,2706,Single,Master
42429,0,1,99,55,0,6,2,0,4,63,2,1,1,3,5,0,0,0,0,0,0,0,44,2297,Widow,Graduation
26150,2,1,61,5,1,13,3,5,1,27,1,1,0,3,7,0,0,0,0,0,0,0,61,2634,Divorced,Graduation
30801,0,1,23,8,4,5,15,2,11,34,2,1,0,3,7,0,0,0,0,0,0,0,42,2770,Married,Basic
81168,0,0,84,410,0,592,147,22,22,1171,1,6,4,7,3,0,0,0,1,0,0,0,52,2212,Married,Graduation
26877,0,0,74,101,13,76,20,18,40,228,2,3,1,6,6,0,0,0,0,0,0,0,48,2473,Single,Master
45006,0,0,90,162,25,53,16,0,10,256,1,3,1,7,3,0,0,0,0,0,0,0,73,2505,Widow,Master
18978,1,0,41,2,8,1,4,7,15,22,1,1,0,3,8,0,0,0,0,0,0,0,44,2724,Married,Basic
22574,2,1,28,25,0,8,2,0,2,35,2,2,0,3,7,0,0,0,0,0,0,0,50,2403,Married,Graduation
48240,0,0,73,389,91,248,64,49,41,841,3,6,3,13,5,0,0,0,0,0,0,1,48,2756,Single,PhD
45837,1,1,88,215,13,87,17,17,24,349,5,6,2,5,7,0,0,0,0,0,0,0,43,2497,Married,Graduation
35791,2,1,94,27,0,5,0,0,3,32,2,1,0,3,8,0,0,0,0,0,0,0,52,2578,Single,Master
54162,1,1,31,5,6,10,6,5,10,32,1,1,0,3,4,0,0,0,0,0,0,0,39,2627,Widow,Graduation
30522,0,1,6,179,8,83,19,11,26,300,5,1,2,9,2,0,0,0,0,0,0,0,57,2840,Married,Master
54456,0,1,23,352,0,27,10,0,15,389,3,6,1,7,6,0,0,0,0,0,0,0,56,2512,Married,PhD
31632,0,0,92,17,8,12,11,15,32,63,1,2,1,2,7,0,0,0,0,0,0,0,46,2509,Single,Graduation
72298,0,0,52,625,35,169,58,17,35,904,1,4,3,6,1,0,1,1,0,0,0,0,68,2270,Widow,Graduation
36975,1,0,50,10,6,11,0,4,2,31,1,1,0,3,7,0,0,0,0,0,0,0,39,2342,Single,2n cycle
72635,0,0,54,390,22,323,104,35,107,874,1,6,8,6,3,0,0,0,1,0,0,0,62,2550,Married,2n cycle
13624,1,0,93,10,2,15,2,1,6,30,2,2,0,3,6,0,0,0,0,0,0,0,41,2684,Married,Graduation
84196,0,1,56,215,63,507,231,31,190,1047,1,8,4,7,3,0,0,0,0,0,0,0,42,2550,Single,Graduation
70971,0,1,28,1001,17,572,93,125,17,1808,7,11,11,5,7,0,0,0,0,0,0,1,57,2805,Together,Graduation
34487,1,1,94,19,18,33,24,1,8,95,3,3,0,3,9,0,0,0,0,0,0,0,40,2820,Divorced,PhD
28769,1,0,76,41,5,129,10,3,3,188,3,4,1,4,9,0,0,0,0,0,0,0,40,2717,Single,Graduation
69084,1,0,43,1181,107,199,39,30,30,1556,2,7,3,13,8,0,0,0,0,0,0,0,47,2381,Married,PhD
65488,0,0,46,603,45,207,36,18,54,909,1,3,4,6,1,0,0,0,0,0,0,0,59,2175,Together,PhD
62466,0,1,13,129,129,259,168,121,83,806,5,6,3,12,4,0,0,0,0,0,0,0,47,2324,Married,2n cycle
32218,0,0,27,10,24,15,13,1,30,63,1,2,1,3,7,1,0,0,0,0,0,1,57,2293,Single,2n cycle
83917,0,0,12,514,22,732,42,198,79,1508,1,6,7,7,3,0,0,0,0,0,0,1,44,2596,Single,Graduation
46102,2,1,3,14,0,1,0,0,1,15,1,1,0,2,7,0,0,0,0,0,0,0,55,2270,Divorced,Graduation
84574,0,0,72,387,20,713,38,54,163,1212,1,9,11,11,5,0,0,0,0,0,0,0,65,2549,Single,Graduation
56181,0,1,6,121,103,69,8,44,48,345,1,4,2,7,4,0,0,0,0,0,0,0,55,2696,Married,Graduation
63120,0,1,53,965,69,279,54,41,69,1408,5,8,4,9,7,0,0,0,0,0,0,1,67,2798,Divorced,Master
73691,0,1,58,707,21,250,85,43,73,1106,2,6,2,8,2,1,0,0,0,0,0,0,46,2394,Married,Graduation
63381,0,1,78,571,50,142,33,50,159,846,4,4,5,13,2,0,0,0,0,0,0,0,57,2791,Together,Graduation
76140,0,0,57,586,66,653,17,0,26,1322,1,5,9,6,2,0,0,0,0,0,0,0,69,2206,Together,PhD
62859,0,1,37,1063,89,102,16,12,25,1282,4,9,4,6,6,0,0,0,0,0,0,0,58,2705,Divorced,PhD
45906,0,1,20,305,3,27,4,3,144,342,2,5,4,4,5,1,0,0,0,0,0,0,53,2577,Single,Graduation
77632,0,0,73,1200,105,758,0,42,147,2105,1,4,2,6,2,0,1,1,0,0,0,1,70,2635,Together,Master
46463,1,1,56,163,2,40,8,11,11,224,7,3,1,6,6,0,0,0,0,0,0,0,46,2474,Married,PhD
105471,0,0,36,1009,181,104,202,21,207,1517,0,9,8,13,3,0,0,1,1,0,0,1,47,2683,Together,Graduation
55282,1,0,9,125,6,73,8,4,19,216,1,3,1,6,4,0,0,0,0,0,0,0,47,2357,Divorced,Master
78710,0,1,42,721,0,152,119,50,50,1042,3,7,6,12,4,0,0,0,0,0,0,0,40,2196,Married,Master
66886,0,1,28,315,4,62,41,31,146,453,2,7,1,7,5,0,0,0,0,0,0,0,59,2445,Together,Graduation
98777,0,0,23,1000,19,711,125,115,38,1970,0,4,6,9,1,0,1,0,0,0,0,0,57,2291,Single,Master
29103,1,0,38,16,0,17,6,3,6,42,2,1,0,3,9,0,0,0,0,0,0,0,32,2830,Together,Graduation
67445,0,1,63,757,80,217,29,80,11,1163,5,9,6,12,6,0,0,0,0,0,0,0,43,2845,Married,Graduation
50616,0,1,71,30,2,25,0,1,9,58,1,1,1,4,2,0,0,0,0,0,0,0,67,2236,Together,PhD
49431,0,1,9,219,3,100,26,0,17,348,2,7,1,5,8,0,0,0,0,0,0,0,62,2854,Divorced,Graduation
61278,0,1,87,111,3,28,2,6,15,150,2,3,1,4,6,0,0,0,0,0,0,0,64,2335,Together,Graduation
26490,0,0,92,45,47,52,21,20,25,185,2,3,1,5,6,0,0,0,0,0,0,0,59,2804,Together,2n cycle
73059,0,1,36,410,112,420,0,82,71,1024,1,9,3,13,4,0,0,0,0,0,0,0,70,2461,Together,PhD
46734,1,2,86,100,1,39,6,1,76,147,4,3,2,3,6,1,0,0,0,0,0,0,51,2410,Single,PhD
56253,0,1,83,509,0,65,7,11,5,592,4,7,2,9,6,0,0,0,0,0,0,0,54,2728,Together,Graduation
19986,1,0,74,3,6,5,0,2,6,16,1,0,0,3,7,0,0,0,0,0,0,0,32,2386,Married,Graduation
58330,0,1,87,445,53,213,104,98,151,913,1,6,4,13,4,0,0,0,0,0,0,0,42,2345,Widow,Graduation
25965,0,0,29,2,2,11,41,7,11,63,1,2,0,3,8,0,0,0,0,0,0,0,37,2819,Married,Basic
14661,0,0,88,4,1,11,6,2,2,24,1,1,0,3,6,0,0,0,0,0,0,0,61,2703,Together,Master
18690,0,0,77,6,1,7,23,4,19,41,1,1,1,2,8,0,0,0,0,0,0,0,58,2707,Married,Graduation
45068,0,1,25,14,0,3,0,0,3,17,1,1,0,2,7,0,0,0,0,0,0,0,43,2568,Together,PhD
21063,1,0,34,1,10,11,19,3,15,44,2,2,0,3,6,0,0,0,0,0,0,0,30,2436,Single,Basic
29187,1,0,43,26,0,6,0,0,2,32,1,1,0,3,8,0,0,0,0,0,0,0,49,2575,Married,PhD
54690,1,1,76,111,16,37,7,9,18,180,3,3,1,5,3,0,0,0,0,0,0,0,46,2393,Married,2n cycle
59304,0,1,81,418,61,428,80,51,10,1038,3,7,8,10,5,0,0,0,0,0,0,0,53,2494,Married,PhD
59247,0,2,87,327,9,122,19,14,83,491,5,5,2,9,6,0,0,0,0,0,0,0,55,2392,Single,Master
66731,0,1,33,371,159,194,58,106,141,888,4,4,3,6,3,0,0,0,0,0,0,0,47,2814,Widow,Graduation
77353,0,1,38,275,59,107,69,101,59,611,2,6,4,8,4,0,0,0,0,0,0,0,37,2354,Married,Graduation
52614,0,1,63,789,0,142,12,9,38,952,2,2,4,8,8,0,0,0,0,0,0,0,42,2734,Single,PhD
26751,2,0,26,1,1,5,0,3,1,10,1,1,0,2,8,0,0,0,0,0,0,0,43,2197,Married,Graduation
81300,0,1,17,1004,12,145,32,12,36,1205,3,10,3,5,5,0,0,0,1,0,0,1,54,2766,Married,PhD
70337,0,0,75,187,81,149,25,43,91,485,1,2,2,12,1,0,0,0,0,0,0,0,38,2337,Single,Graduation
36145,1,0,13,56,4,76,17,1,18,154,4,4,1,3,9,1,0,0,0,0,0,1,32,2537,Married,2n cycle
65295,0,0,19,365,32,117,34,110,6,658,1,3,3,13,2,0,0,0,0,0,0,0,37,2347,Single,PhD
68118,0,1,51,595,23,123,10,23,154,774,2,8,9,4,6,0,0,0,0,0,0,0,54,2413,Divorced,Graduation
68743,0,0,81,1132,134,384,175,134,115,1959,1,11,5,13,7,0,0,0,0,0,0,0,50,2827,Divorced,Graduation
41039,0,0,32,34,11,137,179,61,45,422,1,8,1,5,8,0,0,0,0,0,0,0,35,2498,Together,2n cycle
38946,0,1,84,116,6,82,6,6,41,216,2,3,1,6,5,0,0,0,0,0,0,0,62,2407,Together,Graduation
65777,0,0,87,565,32,435,28,32,54,1092,1,2,8,6,1,0,0,0,0,0,0,0,50,2351,Together,Graduation
66476,0,1,99,372,18,126,47,48,78,611,2,5,2,11,4,0,0,0,0,0,0,0,41,2638,Divorced,PhD
86857,0,0,96,899,102,838,133,102,40,2074,1,5,6,10,2,0,0,0,0,0,0,1,45,2814,Single,PhD
77845,0,0,40,760,40,480,0,40,26,1320,1,3,5,12,1,0,0,1,1,0,0,0,28,2203,Together,PhD
69476,0,0,3,260,86,559,63,9,67,977,1,4,6,4,2,0,0,0,0,0,0,0,48,2431,Together,PhD
50611,0,1,98,459,0,24,6,0,4,489,6,4,5,7,6,0,1,0,0,0,0,1,57,2792,Divorced,PhD
61209,0,0,73,466,0,224,119,49,99,858,1,5,3,4,2,0,0,0,0,0,0,0,47,2467,Single,Graduation
42315,0,1,90,67,15,80,17,11,80,190,3,1,4,4,3,0,0,0,0,0,0,0,59,2511,Together,Master
13084,0,0,29,2,0,7,3,7,10,19,1,1,0,3,6,0,0,0,0,0,0,0,65,2398,Together,Basic
47570,1,1,3,67,1,20,0,2,31,90,3,2,2,2,7,0,0,0,0,0,0,1,68,2555,Widow,Master
61923,0,2,94,92,4,18,3,3,6,120,1,2,1,4,3,0,0,0,0,0,0,0,56,2497,Married,Master
34824,0,0,65,4,2,11,2,0,4,19,1,1,0,2,6,0,0,0,0,0,0,0,22,2254,Single,Graduation
26518,1,1,33,20,1,28,3,3,2,55,3,2,0,3,8,0,0,0,0,0,0,1,68,2606,Single,PhD
45938,0,0,46,273,11,178,62,83,29,607,2,8,4,6,6,0,0,0,0,0,0,0,56,2397,Single,Graduation
78468,0,0,29,434,22,388,104,22,34,970,1,10,7,10,4,0,0,0,1,0,0,0,57,2240,Together,Graduation
78901,0,1,99,321,11,309,33,26,34,700,3,9,3,5,4,0,0,0,0,0,0,0,44,2444,Divorced,Graduation
71427,2,0,26,212,123,177,15,64,23,591,2,8,2,8,4,0,0,0,0,0,0,0,39,2268,Married,Graduation
71022,0,1,30,909,12,278,0,12,242,1211,3,5,2,11,8,1,0,0,0,0,0,0,39,2297,Divorced,Graduation
90247,0,0,27,1184,32,352,21,16,16,1605,1,3,4,7,1,0,1,1,1,0,0,1,29,2220,Single,Master
41335,1,0,24,112,19,21,16,14,5,182,3,4,1,4,7,0,0,0,0,0,0,0,49,2344,Divorced,Master
71952,1,0,93,656,80,455,52,107,93,1350,2,8,4,8,4,1,0,1,0,0,0,0,31,2694,Married,Graduation
35682,1,0,34,23,0,8,6,2,18,39,1,1,1,3,2,0,0,0,0,0,0,0,47,2161,Divorced,PhD
43185,0,1,88,537,6,42,16,6,30,607,2,9,3,6,8,0,0,0,0,0,0,0,66,2604,Divorced,Graduation
66375,0,1,96,712,0,45,0,0,191,757,3,2,4,5,7,1,0,0,0,0,0,0,69,2379,Together,PhD
35178,1,0,10,23,1,13,2,2,18,41,1,1,1,2,7,1,0,0,0,0,0,1,46,2694,Married,Master
25252,1,0,26,1,3,4,2,2,6,12,1,1,0,2,8,0,0,0,0,0,0,0,31,2511,Married,Graduation
55250,0,1,49,664,58,83,32,0,66,837,4,7,5,10,5,0,0,0,0,0,0,0,52,2775,Single,Master
33249,1,0,11,6,10,21,19,14,42,70,2,2,1,3,6,0,0,0,0,0,0,0,42,2653,Single,Graduation
58398,0,0,44,299,5,201,21,21,49,547,3,5,4,8,4,0,0,0,0,0,0,0,64,2570,Together,Graduation
50272,1,0,75,99,13,66,43,8,4,229,3,4,1,5,7,0,0,0,0,0,0,0,35,2485,Together,Graduation
76618,0,0,64,749,40,294,121,160,147,1364,1,3,2,5,1,0,0,0,0,0,0,0,42,2728,Married,PhD
87305,0,0,19,345,25,501,63,138,80,1072,1,5,3,8,2,0,0,1,0,0,0,1,57,2803,Divorced,2n cycle
25851,1,0,45,9,4,18,7,5,5,43,2,2,0,3,7,0,0,0,0,0,0,0,39,2662,Together,Graduation
58710,0,1,77,440,81,368,0,122,174,1011,6,11,5,9,6,0,0,0,0,0,0,0,47,2614,Divorced,Graduation
45160,1,1,9,8,2,5,3,0,3,18,1,1,0,2,7,0,0,0,0,0,0,0,59,2251,Single,Graduation
74806,0,1,1,670,9,249,0,28,9,956,2,5,4,5,4,0,0,0,0,0,0,0,52,2716,Married,Master
59111,0,0,90,524,0,134,28,28,155,714,1,11,1,8,7,0,0,0,0,0,0,0,63,2582,Married,Graduation
18988,1,0,43,6,0,6,2,1,1,15,2,1,0,3,7,0,0,0,0,0,0,0,33,2196,Married,PhD
72190,0,0,79,597,166,597,172,166,249,1698,1,5,6,4,3,0,0,0,0,0,0,0,52,2660,Married,Graduation
7500,1,0,19,7,0,12,13,7,32,39,5,4,1,2,9,1,0,0,0,0,0,1,41,2856,Married,Graduation
44794,0,1,99,54,0,7,0,0,4,61,1,2,0,3,6,0,0,0,0,0,0,0,51,2180,Married,Graduation
80395,0,0,62,445,25,706,80,76,48,1332,1,6,5,12,2,0,0,0,1,0,0,0,62,2377,Married,Graduation
75012,0,0,41,294,142,218,164,58,151,876,1,3,8,11,1,0,0,0,0,0,0,0,41,2314,Divorced,Master
56962,2,1,60,292,3,77,10,3,26,385,7,6,3,5,7,0,0,0,0,0,0,0,52,2420,Married,Master
89891,0,0,17,412,22,132,59,28,183,653,1,11,6,8,4,0,0,1,0,0,0,0,26,2599,Together,Graduation
35946,1,1,24,8,0,3,0,0,0,11,1,0,0,3,5,0,0,0,0,0,0,0,68,2434,Divorced,PhD
53593,1,1,60,349,4,78,6,0,43,437,8,7,2,6,8,0,0,0,0,0,0,0,64,2850,Together,PhD
66373,1,1,57,328,9,124,12,24,109,497,7,4,2,10,3,0,0,0,0,0,0,0,39,2541,Married,Graduation
45072,1,2,74,144,2,99,7,2,30,254,5,6,1,4,8,0,0,0,0,0,0,0,69,2415,Divorced,PhD
89694,1,1,22,1126,28,211,37,28,42,1430,3,4,3,4,5,0,1,1,1,0,0,0,44,2422,Divorced,Graduation
72025,0,0,46,967,0,617,43,50,0,1677,1,4,8,13,2,0,1,1,1,0,0,1,68,2220,Married,Graduation
67432,0,1,69,432,79,341,177,136,170,1165,2,8,5,4,4,0,0,0,0,0,0,0,44,2616,Married,Graduation
70545,0,1,29,138,39,63,55,18,21,313,1,4,1,7,2,0,0,0,0,0,0,0,65,2185,Together,Master
17487,1,0,37,0,0,1,7,4,6,12,1,1,0,2,7,0,0,0,0,0,0,0,28,2627,Married,Basic
62882,0,1,26,509,133,497,78,24,97,1241,2,7,5,6,4,0,0,0,0,0,0,0,48,2848,Together,Graduation
64108,0,1,8,948,10,86,13,21,21,1078,4,6,9,11,5,0,0,0,0,0,0,0,64,2622,Single,PhD
34941,1,1,26,39,2,25,4,3,24,73,2,3,0,3,8,0,0,0,0,0,0,0,61,2639,Together,Master
48767,1,2,79,28,1,21,3,0,10,53,3,2,1,3,5,0,0,0,0,0,0,0,67,2338,Single,PhD
38702,1,0,71,13,11,24,13,8,40,69,2,3,0,4,6,0,0,0,0,0,0,0,39,2491,Together,2n cycle
82224,0,0,83,307,26,360,138,31,40,862,1,6,9,5,3,0,0,0,1,0,0,0,53,2314,Married,Graduation
83844,0,0,57,901,31,345,75,31,191,1383,1,4,4,11,1,0,0,1,0,0,0,0,65,2572,Together,Graduation
17003,1,0,37,2,5,12,4,8,7,31,3,2,0,4,5,0,0,0,0,0,0,0,42,2361,Married,2n cycle
71163,0,0,30,283,17,372,138,106,44,916,1,3,8,12,1,0,0,0,0,0,0,0,22,2271,Single,Graduation
33697,1,0,34,4,3,7,0,3,11,17,1,1,0,2,7,1,0,0,0,0,0,0,47,2446,Single,Graduation
63564,0,0,0,769,80,252,15,34,65,1150,1,10,10,7,6,1,0,0,0,0,0,1,63,2310,Married,2n cycle
83443,0,0,89,518,42,742,55,56,84,1413,1,6,10,5,2,0,0,0,0,0,0,0,45,2339,Together,PhD
51518,0,1,92,350,8,66,17,4,4,445,2,3,2,10,3,0,0,0,0,0,0,0,59,2428,Together,PhD
58330,0,1,87,445,53,213,104,98,151,913,1,6,4,13,4,0,0,0,0,0,0,0,42,2345,Widow,Graduation
80952,0,0,20,778,178,689,41,27,44,1713,1,8,5,11,8,0,1,1,1,0,0,1,48,2645,Married,Graduation
75507,0,0,56,709,93,374,104,80,80,1360,1,8,6,6,3,0,0,0,0,0,0,0,38,2217,Together,Graduation
63855,0,0,28,359,35,314,93,116,89,917,1,7,3,13,4,0,0,0,0,0,0,0,39,2664,Together,2n cycle
62220,0,1,55,799,12,375,16,12,12,1214,5,7,6,5,6,0,0,0,0,0,0,1,45,2846,Together,PhD
58512,0,1,25,895,10,101,13,0,152,1019,5,3,4,8,8,0,0,0,0,0,0,0,53,2442,Married,Graduation
40662,1,0,0,40,2,23,0,4,23,69,2,2,1,3,4,0,0,0,0,0,0,0,38,2630,Married,Master
38829,0,1,86,76,0,7,0,0,16,83,1,3,2,2,5,0,0,0,0,0,0,0,58,2243,Married,PhD
35523,1,0,8,11,5,22,12,5,11,55,2,3,0,3,7,0,0,0,0,0,0,0,36,2428,Married,2n cycle
79146,1,1,33,245,16,223,21,43,16,548,2,8,1,8,6,0,0,0,0,0,0,0,50,2225,Single,Graduation
78285,0,0,13,647,107,391,175,67,40,1387,1,6,4,10,3,0,0,0,0,0,0,0,29,2403,Married,Master
31626,1,0,12,39,1,9,2,1,34,52,1,2,1,2,7,1,0,0,0,0,0,1,39,2574,Single,PhD
75127,0,0,92,203,35,305,46,17,227,606,1,2,11,5,1,0,0,0,0,0,0,0,65,2197,Single,Graduation
48726,0,1,90,138,3,38,4,0,59,183,3,3,2,4,6,0,0,0,0,0,0,0,62,2587,Married,Graduation
74985,0,0,8,587,51,898,247,0,86,1783,1,3,6,7,2,0,0,0,0,0,0,0,40,2815,Married,Graduation
67430,0,0,6,595,97,291,127,133,121,1243,1,11,5,12,6,0,0,0,0,0,0,0,30,2821,Together,Graduation
46891,0,1,91,43,12,23,29,15,61,122,1,2,1,4,4,0,0,0,0,0,0,0,52,2460,Married,2n cycle
62058,0,1,52,301,7,74,10,0,58,392,4,6,1,7,6,0,0,0,0,0,0,0,61,2558,Married,Master
72063,0,1,3,180,32,348,76,32,90,668,2,5,2,12,2,0,0,0,0,0,0,0,38,2520,Married,Graduation
78939,0,0,57,794,115,243,150,0,205,1302,1,8,5,6,3,0,0,0,0,0,0,0,66,2358,Married,PhD
42720,1,1,9,392,5,91,28,26,112,542,8,7,3,7,8,0,0,0,0,0,0,1,52,2590,Single,Graduation
33622,1,1,22,39,1,22,3,4,12,69,3,2,0,4,7,0,0,0,0,0,0,0,45,2601,Married,Graduation
6835,0,1,76,107,2,12,2,2,12,125,0,0,0,1,20,0,0,0,0,0,0,0,60,2727,Together,PhD
41452,1,1,86,13,0,3,0,0,0,16,1,1,0,2,7,0,0,0,0,0,0,0,64,2639,Together,Graduation
40760,0,1,64,70,0,17,0,0,6,87,2,2,1,3,6,0,0,0,0,0,0,0,52,2462,Single,PhD
74250,0,0,90,680,11,392,75,0,0,1158,1,2,11,4,1,0,0,0,0,0,0,0,59,2313,Together,PhD
51124,1,1,79,26,1,11,0,1,4,39,2,1,0,3,3,0,0,0,0,0,0,0,62,2352,Single,Master
72258,0,1,28,522,0,522,227,120,134,1391,2,6,9,5,2,0,0,0,0,0,0,0,46,2449,Single,Graduation
71466,0,0,86,412,12,546,78,182,0,1230,1,4,4,10,1,0,0,0,0,0,0,0,43,2244,Single,PhD
36283,1,1,42,6,5,5,8,0,5,24,2,1,0,3,4,0,0,0,0,0,0,0,41,2235,Together,Graduation
20587,1,0,39,2,3,6,4,1,9,16,1,1,1,2,7,0,0,0,0,0,0,0,47,2208,Single,Graduation
30467,1,0,8,1,3,8,2,5,5,19,1,1,0,2,7,0,0,0,0,0,0,0,45,2261,Married,Graduation
31590,1,0,40,6,2,15,6,6,3,35,1,1,0,3,8,0,0,0,0,0,0,0,45,2535,Together,Graduation
20425,1,0,5,4,12,5,3,16,17,40,2,2,0,3,7,0,0,0,0,0,0,0,31,2767,Married,Basic
17144,1,1,96,18,2,19,0,2,6,41,5,3,0,4,7,0,0,0,0,0,0,0,57,2293,Together,Master
42564,0,1,28,324,48,186,39,18,198,615,6,6,8,4,7,1,0,0,0,0,0,1,49,2702,Divorced,PhD
43783,1,0,22,327,9,125,25,4,139,490,6,7,1,8,7,1,0,0,0,0,0,0,39,2190,Married,Master
40780,0,1,30,229,27,71,13,3,34,343,4,7,1,5,9,0,0,0,0,0,0,0,41,2818,Divorced,Graduation
62847,0,0,45,521,168,706,80,76,61,1551,1,3,6,4,2,0,0,0,0,0,0,0,72,2689,Together,Master
82017,0,0,58,184,23,446,30,23,23,706,1,5,4,7,2,0,1,1,1,0,0,1,60,2758,Married,PhD
16813,0,0,49,4,8,11,12,2,13,37,1,2,0,3,7,1,0,0,0,0,0,0,67,2504,Single,Graduation
51267,1,1,37,183,2,64,7,2,12,258,4,3,3,5,4,0,0,0,0,0,0,0,39,2402,Married,Graduation
46524,0,1,70,31,19,35,26,14,52,125,2,1,1,5,3,0,0,0,0,0,0,0,56,2609,Single,Graduation
45183,0,0,33,219,3,60,12,9,12,303,1,4,1,7,7,0,1,0,0,0,0,0,55,2684,Single,Master
70421,0,1,98,479,28,136,75,14,35,732,3,10,3,7,6,0,0,0,0,0,0,0,63,2160,Married,PhD
60161,0,1,17,584,44,212,46,8,177,894,3,11,4,8,8,0,0,0,0,0,0,0,52,2773,Divorced,2n cycle
